account_number,company,transaction_amount,transaction_date
35927483,Brown-Shaffer,17.61,2024-01-15
35927483,"Greene, Martin and Benson",63.39,2024-04-24
35927483,"Hamilton, Brown and Vincent",66.36,2024-03-16
35927483,"Martin, Fuentes and Owens",36.37,2024-06-22
35927483,Allen Ltd,99.71,2024-06-26
56124453,"Nguyen, Walker and Church",1.51,2024-06-20
56124453,Hester-Thomas,24.47,2024-03-09
56124453,Hughes Inc,46.62,2024-05-21
35495640,"Greene, Martin and Benson",92.18,2024-04-19
35495640,Davis-Mcgee,17.36,2024-04-07
35495640,"Suarez, Russell and Coleman",38.87,2024-04-09
35927483,"Rodriguez, Ray and Romero",17.03,2024-07-24
56124453,Gomez-Hunt,57.98,2024-05-17
35495640,"Trujillo, Ewing and Young",76.77,2024-01-23
56124453,Davis-Kennedy,77.38,2024-07-27
35495640,"Smith, Smith and Sanford",69.57,2024-06-12
35927483,Sanchez-Meyers,26.48,2024-05-29
56124453,"Rhodes, Miller and Jackson",0.98,2024-04-06
56124453,Davis-Ramos,83.84,2024-05-23
56124453,Jones and Sons,30.32,2024-05-13
35495640,"Suarez, Russell and Coleman",55.34,2024-01-17
35927483,"Hamilton, Brown and Vincent",13.96,2024-01-09
56124453,Brown-Shaffer,26.07,2024-06-13
35927483,"Figueroa, Stark and Ferguson",89.84,2024-03-06
35495640,"Figueroa, Stark and Ferguson",54.67,2024-06-17
35495640,Sanchez-Meyers,37.12,2024-06-20
35927483,"Trujillo, Ewing and Young",85.33,2024-03-07
56124453,"Suarez, Russell and Coleman",45.27,2024-07-19
35495640,Jones and Sons,24.21,2024-05-31
56124453,Davis-Mcgee,5.43,2024-01-26
35495640,"Evans, Young and Dean",77.41,2024-07-04
35927483,Weber-Lynch,26.99,2024-07-23
35927483,Carpenter PLC,14.59,2024-05-25
56124453,Weber-Lynch,72.88,2024-02-15
56124453,"Suarez, Russell and Coleman",32.99,2024-07-10
35495640,"Evans, Young and Dean",55.89,2024-06-19
56124453,Monroe-Howard,93.03,2024-05-31
35927483,"Evans, Young and Dean",54.31,2024-02-02
35495640,"Castillo, Hill and Lee",64.76,2024-06-14
35495640,Allen Ltd,68.12,2024-05-06
35927483,Davis-Mcgee,21.91,2024-04-19
35927483,Davis-Mcgee,15.41,2024-03-06
35927483,"Castillo, Hill and Lee",98.39,2024-01-01
56124453,"Castillo, Hill and Lee",16.41,2024-06-28
35927483,"Barnes, Young and Sanchez",97.47,2024-07-28
35927483,Smith-Daniels,35.91,2024-03-13
35495640,Gomez-Hunt,16.81,2024-04-09
56124453,Hayes-Rios,32.03,2024-04-04
56124453,"Thomas, Walker and Craig",58.09,2024-05-29
56124453,"Rhodes, Miller and Jackson",34.73,2024-07-06
35495640,Jones and Sons,48.02,2024-05-30
35495640,"Castillo, Hill and Lee",42.99,2024-05-04
35495640,Hayes-Rios,14.47,2024-02-02
35495640,"Rhodes, Miller and Jackson",99.2,2024-02-03
35927483,Brown-Shaffer,11.21,2024-02-09
35495640,"Barnes, Young and Sanchez",70.58,2024-01-24
35927483,Carpenter PLC,67.89,2024-02-13
35495640,Monroe-Howard,23.41,2024-06-28
35495640,"Hamilton, Brown and Vincent",25.29,2024-05-15
35495640,Davis-Mcgee,43.81,2024-05-10
35495640,Hester-Thomas,13.2,2024-03-25
35927483,Davis-Ramos,26.83,2024-05-23
35927483,Sanchez-Meyers,27.74,2024-04-30
35927483,"Hamilton, Brown and Vincent",75.8,2024-07-26
35927483,Sanchez-Meyers,47.14,2024-01-14
56124453,Monroe-Howard,78.01,2024-01-06
35927483,Hayes-Rios,36.37,2024-07-04
35495640,Monroe-Howard,48.0,2024-06-05
35495640,Weber-Lynch,91.67,2024-02-01
35495640,"Figueroa, Stark and Ferguson",33.6,2024-05-11
56124453,"Evans, Young and Dean",8.13,2024-05-02
56124453,"Martin, Fuentes and Owens",24.07,2024-04-05
56124453,"Greene, Martin and Benson",24.62,2024-06-19
35927483,Carpenter PLC,85.47,2024-03-05
35927483,Monroe-Howard,17.06,2024-02-16
35495640,Brown-Shaffer,44.7,2024-04-06
35495640,Brown-Shaffer,62.58,2024-03-31
56124453,Jones and Sons,84.88,2024-04-26
56124453,"Greene, Martin and Benson",33.58,2024-06-25
35495640,"Smith, Smith and Sanford",69.24,2024-04-06
35927483,"Greene, Martin and Benson",94.68,2024-04-30
35495640,"Rhodes, Miller and Jackson",74.88,2024-05-09
35495640,"Figueroa, Stark and Ferguson",93.08,2024-05-15
35927483,"Thomas, Walker and Craig",46.24,2024-03-19
56124453,Reyes PLC,74.74,2024-04-29
35927483,Monroe-Howard,30.95,2024-06-20
35495640,"Smith, Smith and Sanford",14.59,2024-05-19
35495640,"Castillo, Hill and Lee",3.45,2024-07-16
35927483,"Hamilton, Brown and Vincent",50.16,2024-01-20
56124453,"Thomas, Walker and Craig",44.53,2024-02-08
35927483,Carpenter PLC,34.65,2024-01-28
35927483,"Suarez, Russell and Coleman",7.27,2024-04-14
56124453,Jones and Sons,92.78,2024-07-12
56124453,Brown-Shaffer,56.49,2024-04-06
35495640,Sanchez-Meyers,29.53,2024-01-17
56124453,"Rhodes, Miller and Jackson",48.67,2024-01-03
56124453,"Rhodes, Miller and Jackson",5.05,2024-06-04
35927483,Gomez-Hunt,87.23,2024-05-11
35495640,Carpenter PLC,21.94,2024-03-22
35495640,"Hamilton, Brown and Vincent",34.27,2024-01-28
35495640,"Nguyen, Walker and Church",9.32,2024-03-21
35927483,Davis-Kennedy,17.2,2024-02-29
35495640,Hester-Thomas,86.8,2024-04-26
56124453,"Rodriguez, Ray and Romero",53.13,2024-06-15
56124453,"Rodriguez, Ray and Romero",75.0,2024-02-02
56124453,Davis-Kennedy,10.53,2024-01-02
56124453,Gomez-Hunt,98.05,2024-01-15
35927483,Davis-Ramos,43.95,2024-07-04
35927483,Hughes Inc,96.77,2024-05-16
56124453,Hughes Inc,76.27,2024-01-30
35495640,Monroe-Howard,48.37,2024-02-17
35927483,"Nguyen, Walker and Church",30.25,2024-01-23
56124453,"Suarez, Russell and Coleman",81.28,2024-02-11
35927483,Reyes PLC,2.06,2024-05-28
35495640,Weber-Lynch,24.06,2024-05-03
35927483,Weber-Lynch,24.68,2024-04-13
35927483,"Rodriguez, Ray and Romero",46.96,2024-03-19
35927483,Reyes PLC,6.0,2024-06-14
35495640,"Barnes, Young and Sanchez",90.41,2024-04-29
56124453,Jones and Sons,3.82,2024-04-16
35927483,"Figueroa, Stark and Ferguson",72.71,2024-04-27
35495640,Davis-Kennedy,63.11,2024-02-21
56124453,"Barnes, Young and Sanchez",82.98,2024-01-15
35927483,Davis-Kennedy,45.83,2024-04-22
35927483,Hester-Thomas,38.88,2024-07-17
35927483,Carpenter PLC,65.53,2024-07-03
35927483,Davis-Ramos,71.21,2024-02-27
56124453,Hughes Inc,59.01,2024-04-06
35495640,"Rodriguez, Ray and Romero",86.85,2024-05-21
56124453,Reyes PLC,88.58,2024-05-10
35927483,"Nguyen, Walker and Church",54.76,2024-04-10
35495640,Sanchez-Meyers,16.81,2024-03-12
56124453,"Figueroa, Stark and Ferguson",8.88,2024-02-16
35495640,Davis-Ramos,51.5,2024-05-04
35495640,"Hamilton, Brown and Vincent",43.35,2024-01-23
35495640,Carpenter PLC,11.76,2024-02-21
35495640,"Trujillo, Ewing and Young",49.45,2024-03-06
35927483,Allen Ltd,91.81,2024-01-09
35927483,Hayes-Rios,61.86,2024-03-25
56124453,Hughes Inc,79.31,2024-07-20
35495640,"Castillo, Hill and Lee",31.32,2024-05-16
35927483,"Rodriguez, Ray and Romero",39.41,2024-07-24
35927483,Davis-Kennedy,43.06,2024-03-26
35495640,"Castillo, Hill and Lee",17.62,2024-04-29
56124453,"Smith, Smith and Sanford",4.72,2024-02-14
35927483,Monroe-Howard,9.9,2024-06-21
56124453,"Barnes, Young and Sanchez",83.42,2024-02-13
56124453,"Castillo, Hill and Lee",74.69,2024-06-11
56124453,Davis-Ramos,67.81,2024-01-07
35927483,"Evans, Young and Dean",52.72,2024-03-17
35927483,Weber-Lynch,67.38,2024-06-16
56124453,"Trujillo, Ewing and Young",10.78,2024-05-29
35927483,Hughes Inc,35.84,2024-03-10
56124453,"Hamilton, Brown and Vincent",19.31,2024-04-22
56124453,"Smith, Smith and Sanford",92.67,2024-04-09
35495640,Sanchez-Meyers,54.7,2024-07-12
35495640,"Thomas, Walker and Craig",58.72,2024-04-16
56124453,Monroe-Howard,23.69,2024-01-18
35927483,"Rodriguez, Ray and Romero",47.15,2024-01-11
35495640,"Rhodes, Miller and Jackson",16.1,2024-05-03
35495640,"Nguyen, Walker and Church",12.21,2024-06-14
56124453,Monroe-Howard,40.58,2024-01-03
56124453,Brown-Shaffer,19.0,2024-02-28
35495640,"Suarez, Russell and Coleman",26.44,2024-02-12
35495640,"Rhodes, Miller and Jackson",76.22,2024-02-06
56124453,Hughes Inc,98.95,2024-04-25
56124453,Smith-Daniels,49.98,2024-04-22
35495640,"Hamilton, Brown and Vincent",13.36,2024-04-18
35927483,"Rhodes, Miller and Jackson",53.37,2024-07-12
35495640,"Greene, Martin and Benson",41.98,2024-05-08
56124453,"Rhodes, Miller and Jackson",64.51,2024-07-25
35927483,"Thomas, Walker and Craig",59.8,2024-07-13
56124453,Reyes PLC,29.58,2024-06-26
35495640,Hughes Inc,86.02,2024-07-02
35927483,Sanchez-Meyers,50.87,2024-03-12
56124453,Davis-Ramos,64.2,2024-05-16
35927483,"Barnes, Young and Sanchez",95.89,2024-02-07
35927483,Davis-Ramos,68.35,2024-02-08
35927483,Reyes PLC,79.74,2024-07-13
35495640,Reyes PLC,27.45,2024-05-11
56124453,"Smith, Smith and Sanford",41.96,2024-05-06
35927483,Davis-Kennedy,72.46,2024-04-29
56124453,Hughes Inc,28.98,2024-02-08
35495640,"Rhodes, Miller and Jackson",64.21,2024-04-17
35927483,Reyes PLC,96.33,2024-03-15
35927483,"Rhodes, Miller and Jackson",92.19,2024-07-05
35495640,"Evans, Young and Dean",51.55,2024-03-13
56124453,Smith-Daniels,28.7,2024-03-08
56124453,"Trujillo, Ewing and Young",98.93,2024-04-10
35927483,"Castillo, Hill and Lee",64.22,2024-03-05
35495640,Davis-Mcgee,41.98,2024-04-24
35927483,"Castillo, Hill and Lee",42.0,2024-06-18
35495640,Brown-Shaffer,64.92,2024-01-28
35495640,Smith-Daniels,38.59,2024-06-21
35927483,"Figueroa, Stark and Ferguson",3.02,2024-02-24
56124453,"Evans, Young and Dean",76.27,2024-03-03
35927483,Hester-Thomas,38.03,2024-02-04
35927483,"Suarez, Russell and Coleman",78.57,2024-03-07
35927483,"Rodriguez, Ray and Romero",57.3,2024-02-14
35927483,"Evans, Young and Dean",21.89,2024-03-28
35927483,"Castillo, Hill and Lee",43.15,2024-03-05
35495640,Weber-Lynch,6.06,2024-03-27
56124453,Hughes Inc,89.17,2024-06-22
35495640,Weber-Lynch,93.13,2024-06-09
56124453,"Evans, Young and Dean",21.07,2024-01-08
56124453,"Suarez, Russell and Coleman",72.93,2024-03-02
56124453,"Greene, Martin and Benson",32.5,2024-07-13
35495640,Weber-Lynch,64.01,2024-06-09
35495640,"Figueroa, Stark and Ferguson",25.51,2024-01-14
35495640,Davis-Mcgee,43.58,2024-07-26
35927483,"Barnes, Young and Sanchez",39.84,2024-02-02
35495640,"Rodriguez, Ray and Romero",1.4,2024-06-02
35927483,Davis-Mcgee,71.37,2024-06-19
35495640,Sanchez-Meyers,23.7,2024-01-10
35927483,"Rodriguez, Ray and Romero",44.99,2024-07-14
56124453,"Thomas, Walker and Craig",20.04,2024-04-10
56124453,Carpenter PLC,76.56,2024-06-17
56124453,Weber-Lynch,75.96,2024-04-30
35927483,"Smith, Smith and Sanford",79.13,2024-07-06
35495640,Hughes Inc,65.84,2024-07-28
56124453,Weber-Lynch,53.52,2024-04-15
35495640,Monroe-Howard,79.31,2024-07-03
56124453,"Barnes, Young and Sanchez",47.59,2024-03-09
35495640,"Figueroa, Stark and Ferguson",58.2,2024-03-26
56124453,"Martin, Fuentes and Owens",95.11,2024-06-10
56124453,Sanchez-Meyers,30.08,2024-06-29
56124453,Carpenter PLC,39.44,2024-02-14
35927483,Reyes PLC,3.16,2024-05-24
35927483,"Thomas, Walker and Craig",10.96,2024-05-18
35495640,"Trujillo, Ewing and Young",57.17,2024-03-03
35495640,"Thomas, Walker and Craig",86.63,2024-02-23
56124453,"Suarez, Russell and Coleman",27.68,2024-02-21
35495640,Smith-Daniels,16.05,2024-01-16
35495640,Weber-Lynch,93.34,2024-05-08
35927483,"Suarez, Russell and Coleman",7.12,2024-06-11
35927483,Davis-Mcgee,88.23,2024-02-21
56124453,Reyes PLC,24.09,2024-07-16
56124453,"Barnes, Young and Sanchez",13.5,2024-07-16
56124453,"Castillo, Hill and Lee",13.55,2024-01-24
35495640,Allen Ltd,76.38,2024-07-07
56124453,"Greene, Martin and Benson",33.45,2024-03-17
35927483,"Castillo, Hill and Lee",18.93,2024-04-07
35495640,Davis-Ramos,49.04,2024-01-08
56124453,"Suarez, Russell and Coleman",76.77,2024-01-18
35927483,Jones and Sons,86.92,2024-05-13
56124453,Davis-Kennedy,81.3,2024-02-19
56124453,"Figueroa, Stark and Ferguson",9.73,2024-02-24
35495640,Hayes-Rios,20.15,2024-02-06
35927483,Davis-Kennedy,80.15,2024-06-18
56124453,Carpenter PLC,70.05,2024-05-25
56124453,Smith-Daniels,64.35,2024-07-21
35927483,Hughes Inc,26.76,2024-01-18
35927483,Weber-Lynch,59.66,2024-05-18
35927483,Carpenter PLC,83.91,2024-02-13
56124453,"Figueroa, Stark and Ferguson",50.02,2024-06-07
35927483,Brown-Shaffer,41.41,2024-03-08
35927483,Hester-Thomas,97.29,2024-04-27
56124453,Carpenter PLC,9.71,2024-01-21
56124453,"Greene, Martin and Benson",9.43,2024-06-24
35927483,"Smith, Smith and Sanford",18.93,2024-02-09
35495640,"Suarez, Russell and Coleman",6.68,2024-01-17
35927483,Jones and Sons,37.57,2024-07-28
35927483,"Greene, Martin and Benson",12.25,2024-06-25
35495640,"Rodriguez, Ray and Romero",1.45,2024-04-07
56124453,Davis-Ramos,94.8,2024-02-24
35927483,"Greene, Martin and Benson",50.39,2024-06-10
56124453,Gomez-Hunt,94.18,2024-06-03
35927483,Weber-Lynch,14.53,2024-05-02
35927483,Carpenter PLC,7.26,2024-06-21
35927483,Davis-Mcgee,45.21,2024-02-25
35495640,Reyes PLC,84.1,2024-06-15
56124453,"Castillo, Hill and Lee",63.86,2024-06-01
35927483,"Figueroa, Stark and Ferguson",56.94,2024-05-27
56124453,Monroe-Howard,61.67,2024-07-14
35495640,"Figueroa, Stark and Ferguson",59.88,2024-01-12
56124453,Jones and Sons,42.59,2024-01-24
56124453,Sanchez-Meyers,54.43,2024-06-29
56124453,Allen Ltd,69.72,2024-03-23
35927483,Monroe-Howard,7.13,2024-03-16
35495640,"Hamilton, Brown and Vincent",61.84,2024-04-30
35927483,Allen Ltd,42.16,2024-03-07
35495640,Hayes-Rios,66.83,2024-05-23
56124453,Allen Ltd,46.04,2024-05-23
35927483,Jones and Sons,57.83,2024-07-23
35927483,"Trujillo, Ewing and Young",17.15,2024-02-16
56124453,Hester-Thomas,79.79,2024-05-26
35927483,Davis-Mcgee,16.4,2024-06-05
35927483,Sanchez-Meyers,59.86,2024-01-07
35495640,Hayes-Rios,43.62,2024-02-05
35495640,Brown-Shaffer,16.1,2024-02-01
35927483,Reyes PLC,8.7,2024-04-26
35495640,Smith-Daniels,3.9,2024-06-15
35495640,Sanchez-Meyers,14.48,2024-02-15
35495640,"Castillo, Hill and Lee",82.06,2024-03-18
56124453,Davis-Ramos,71.66,2024-01-28
35927483,Davis-Ramos,81.39,2024-04-17
35495640,Smith-Daniels,28.07,2024-04-21
35495640,Davis-Mcgee,75.3,2024-01-14
35927483,"Castillo, Hill and Lee",73.79,2024-01-14
35927483,"Nguyen, Walker and Church",5.44,2024-02-17
35495640,"Hamilton, Brown and Vincent",49.48,2024-03-17
35495640,"Suarez, Russell and Coleman",49.42,2024-05-24
35495640,"Rhodes, Miller and Jackson",74.65,2024-04-15
56124453,"Rodriguez, Ray and Romero",4.09,2024-04-06
56124453,Smith-Daniels,40.9,2024-02-23
35495640,Davis-Ramos,83.07,2024-03-13
35495640,"Greene, Martin and Benson",68.16,2024-06-17
35927483,"Trujillo, Ewing and Young",36.13,2024-06-26
56124453,Reyes PLC,27.38,2024-04-02
35927483,"Nguyen, Walker and Church",54.33,2024-04-04
35495640,"Rhodes, Miller and Jackson",54.89,2024-02-25
35927483,"Smith, Smith and Sanford",4.1,2024-04-04
56124453,"Smith, Smith and Sanford",63.79,2024-06-21
35495640,Gomez-Hunt,75.34,2024-01-02
35927483,Carpenter PLC,9.09,2024-07-05
35495640,Carpenter PLC,28.05,2024-02-28
35495640,Allen Ltd,36.67,2024-01-03
35927483,Davis-Kennedy,80.36,2024-05-04
35927483,Hester-Thomas,69.98,2024-01-24
56124453,"Hamilton, Brown and Vincent",68.9,2024-07-07
35927483,"Martin, Fuentes and Owens",89.08,2024-01-05
35927483,"Nguyen, Walker and Church",67.92,2024-04-03
56124453,"Barnes, Young and Sanchez",73.19,2024-05-06
56124453,"Figueroa, Stark and Ferguson",2.04,2024-02-10
56124453,Hughes Inc,87.01,2024-05-30
35927483,Smith-Daniels,60.68,2024-06-22
56124453,Davis-Ramos,94.8,2024-02-06
35927483,Jones and Sons,54.71,2024-07-16
35495640,Smith-Daniels,80.93,2024-07-18
56124453,"Suarez, Russell and Coleman",62.76,2024-06-15
35927483,"Greene, Martin and Benson",55.59,2024-06-12
35927483,Hughes Inc,40.92,2024-03-11
35927483,Sanchez-Meyers,55.81,2024-05-07
35495640,Hughes Inc,11.92,2024-07-21
35927483,"Greene, Martin and Benson",31.83,2024-04-24
56124453,Hayes-Rios,84.38,2024-07-11
35495640,"Suarez, Russell and Coleman",19.51,2024-03-27
35495640,Sanchez-Meyers,17.46,2024-03-17
35495640,"Figueroa, Stark and Ferguson",46.12,2024-06-05
35927483,Davis-Ramos,26.81,2024-06-05
35927483,Weber-Lynch,13.39,2024-04-04
35495640,Hayes-Rios,76.03,2024-06-15
35927483,"Evans, Young and Dean",44.17,2024-04-22
56124453,"Suarez, Russell and Coleman",88.98,2024-04-06
35927483,Brown-Shaffer,54.59,2024-01-28
35927483,"Evans, Young and Dean",99.97,2024-04-02
56124453,"Evans, Young and Dean",47.12,2024-03-16
35495640,Davis-Kennedy,42.8,2024-04-27
35495640,Weber-Lynch,57.82,2024-06-26
56124453,Smith-Daniels,45.27,2024-06-22
35495640,"Nguyen, Walker and Church",84.05,2024-06-18
35927483,"Barnes, Young and Sanchez",39.13,2024-04-04
56124453,"Suarez, Russell and Coleman",19.83,2024-02-04
35927483,Gomez-Hunt,31.42,2024-06-20
35495640,Brown-Shaffer,73.93,2024-03-20
35927483,Reyes PLC,98.83,2024-04-08
35927483,Davis-Kennedy,92.61,2024-01-18
56124453,Jones and Sons,24.12,2024-03-29
56124453,"Nguyen, Walker and Church",12.78,2024-01-08
35495640,"Castillo, Hill and Lee",46.63,2024-05-01
56124453,Hughes Inc,60.08,2024-01-17
35495640,Monroe-Howard,48.09,2024-01-05
56124453,"Suarez, Russell and Coleman",55.77,2024-06-30
35927483,"Martin, Fuentes and Owens",22.08,2024-02-24
35927483,"Castillo, Hill and Lee",34.39,2024-06-30
35495640,"Castillo, Hill and Lee",71.77,2024-02-22
35495640,"Hamilton, Brown and Vincent",12.55,2024-01-18
35927483,Smith-Daniels,60.24,2024-06-19
56124453,"Greene, Martin and Benson",54.75,2024-03-27
56124453,"Rodriguez, Ray and Romero",96.09,2024-06-12
56124453,Gomez-Hunt,12.22,2024-03-01
56124453,Reyes PLC,34.52,2024-07-21
35495640,"Martin, Fuentes and Owens",72.66,2024-01-16
56124453,Reyes PLC,65.65,2024-06-20
35927483,"Hamilton, Brown and Vincent",85.4,2024-06-17
35927483,Allen Ltd,99.64,2024-02-08
35495640,Davis-Ramos,71.02,2024-02-19
35927483,Jones and Sons,84.23,2024-01-14
35927483,"Suarez, Russell and Coleman",40.32,2024-01-04
35927483,"Hamilton, Brown and Vincent",76.96,2024-03-23
35927483,"Greene, Martin and Benson",46.05,2024-05-23
35927483,"Martin, Fuentes and Owens",5.96,2024-07-22
35927483,"Trujillo, Ewing and Young",83.55,2024-04-21
35495640,Weber-Lynch,34.63,2024-01-26
35927483,"Trujillo, Ewing and Young",17.45,2024-07-23
35927483,Carpenter PLC,90.6,2024-03-14
35927483,Weber-Lynch,55.24,2024-04-14
56124453,"Martin, Fuentes and Owens",50.45,2024-01-19
35495640,"Barnes, Young and Sanchez",55.94,2024-02-01
35927483,Carpenter PLC,91.61,2024-07-24
35927483,"Nguyen, Walker and Church",46.59,2024-04-08
56124453,"Greene, Martin and Benson",15.56,2024-07-02
35495640,Davis-Kennedy,83.94,2024-06-14
35495640,Carpenter PLC,50.62,2024-01-12
56124453,Smith-Daniels,68.64,2024-04-14
56124453,Reyes PLC,76.26,2024-06-03
56124453,Reyes PLC,12.04,2024-05-28
35495640,Davis-Kennedy,64.28,2024-04-09
56124453,Hughes Inc,39.91,2024-05-25
35495640,"Greene, Martin and Benson",5.22,2024-05-31
56124453,Gomez-Hunt,77.81,2024-06-04
35495640,"Barnes, Young and Sanchez",8.88,2024-07-01
56124453,"Evans, Young and Dean",88.29,2024-07-19
35495640,Carpenter PLC,70.74,2024-05-16
35495640,Hughes Inc,43.23,2024-05-28
56124453,"Figueroa, Stark and Ferguson",84.28,2024-07-04
56124453,"Castillo, Hill and Lee",45.0,2024-03-06
35927483,Sanchez-Meyers,74.72,2024-05-02
56124453,"Barnes, Young and Sanchez",54.17,2024-02-14
56124453,"Rhodes, Miller and Jackson",14.26,2024-01-22
35495640,Hayes-Rios,73.03,2024-03-17
35927483,Weber-Lynch,70.38,2024-06-03
35927483,Monroe-Howard,99.55,2024-01-08
56124453,Weber-Lynch,61.52,2024-02-29
56124453,Allen Ltd,6.53,2024-05-20
35495640,"Nguyen, Walker and Church",75.88,2024-07-13
35927483,"Martin, Fuentes and Owens",52.84,2024-04-11
56124453,"Greene, Martin and Benson",2.7,2024-05-02
56124453,Smith-Daniels,12.94,2024-06-11
56124453,"Evans, Young and Dean",78.75,2024-06-18
56124453,"Martin, Fuentes and Owens",40.07,2024-01-13
35927483,Sanchez-Meyers,67.95,2024-05-16
56124453,Hughes Inc,54.1,2024-06-28
56124453,Gomez-Hunt,90.92,2024-07-23
35495640,"Greene, Martin and Benson",58.16,2024-06-28
35495640,Davis-Mcgee,89.91,2024-03-01
35927483,Hughes Inc,89.09,2024-07-09
35927483,Gomez-Hunt,23.8,2024-03-17
35927483,"Martin, Fuentes and Owens",91.71,2024-05-04
35495640,Smith-Daniels,23.12,2024-06-16
35927483,Weber-Lynch,77.51,2024-05-04
35495640,"Barnes, Young and Sanchez",39.79,2024-05-09
35927483,Hayes-Rios,80.29,2024-01-07
35495640,"Trujillo, Ewing and Young",27.76,2024-06-15
35495640,"Greene, Martin and Benson",38.03,2024-07-13
35495640,"Evans, Young and Dean",28.72,2024-03-19
35927483,"Hamilton, Brown and Vincent",68.53,2024-04-01
56124453,"Evans, Young and Dean",79.6,2024-05-10
35927483,"Martin, Fuentes and Owens",26.02,2024-07-26
35495640,"Castillo, Hill and Lee",72.73,2024-06-19
35495640,Smith-Daniels,93.65,2024-05-12
35927483,Reyes PLC,12.94,2024-02-21
35495640,"Suarez, Russell and Coleman",53.78,2024-06-30
56124453,Hughes Inc,26.51,2024-05-04
56124453,Carpenter PLC,87.37,2024-03-31
56124453,Reyes PLC,43.86,2024-04-06
35495640,"Rodriguez, Ray and Romero",33.34,2024-03-28
35495640,Allen Ltd,74.11,2024-05-20
56124453,"Barnes, Young and Sanchez",51.02,2024-05-05
35495640,"Evans, Young and Dean",72.04,2024-03-03
35927483,Carpenter PLC,38.35,2024-07-19
35927483,"Nguyen, Walker and Church",18.59,2024-06-05
35927483,Hughes Inc,58.33,2024-01-28
35927483,Sanchez-Meyers,64.76,2024-04-07
35495640,"Thomas, Walker and Craig",7.82,2024-02-24
56124453,"Suarez, Russell and Coleman",75.8,2024-05-06
35927483,Davis-Kennedy,84.25,2024-03-11
56124453,Hughes Inc,18.12,2024-05-19
35927483,"Barnes, Young and Sanchez",4.62,2024-03-26
35495640,Reyes PLC,60.34,2024-03-18
56124453,"Hamilton, Brown and Vincent",45.78,2024-05-10
56124453,Allen Ltd,20.18,2024-01-10
35495640,"Evans, Young and Dean",58.42,2024-03-01
35927483,Davis-Mcgee,67.12,2024-04-16
56124453,"Rodriguez, Ray and Romero",11.66,2024-02-08
